FullName,Legislative,PartyAbbreviation,SimplePartyAbbreviation,SimplePartyId,Active,FirstName,LastName,GenderAsString,CantonName,CantonAbbreviation,CouncilName,ParlGroupName,ParlGroupAbbreviation,PartyName,MaritalStatusText,BirthPlace_City,BirthPlace_Canton,Mandates,DateJoining,DateLeaving,Citizenship,DateOfBirth,DateOfDeath,Image
Schwaab Jean Christophe,2.0,PSS,PSS,2,False,Jean Christophe,Schwaab,m,Vaud,VD,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Lausanne,Vaud,Exécutif communal (Municipalité) de la Commune de Bourg-en-Lavaux: dès juillet 2016; Législatif cantonal (Grand Conseil): depuis mars 2007 jusqu'à novembre 2011; Législatif de la Commune de Riex (Conseiller communal): depuis 1999 jusqu'à 2008; Législatif de la Commune de Bourg-en-Lavaux (Conseiller communal): de mars 2011 à juin 2016,2015-11-30,2017-12-31,"La Chaux-de-Fonds (NE),Lausanne (VD)",1979-08-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3020.jpg
Schwander Pirmin,1.0,UDC,UDC,1,False,Pirmin,Schwander,m,Schwyz,SZ,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Galgenen,Schwyz,,2011-12-05,2015-11-29,Galgenen (SZ),1961-12-28,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2631.jpg
Schwander Pirmin,2.0,UDC,UDC,1,True,Pirmin,Schwander,m,Schwyz,SZ,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Galgenen,Schwyz,,2015-11-30,2019-12-01,Galgenen (SZ),1961-12-28,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2631.jpg
Schwander Pirmin,0.0,UDC,UDC,1,False,Pirmin,Schwander,m,Schwyz,SZ,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Galgenen,Schwyz,,2007-12-03,2011-12-04,Galgenen (SZ),1961-12-28,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2631.jpg
Segmüller Pius,0.0,PDC,PDC,4,False,Pius,Segmüller,m,Lucerne,LU,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Lucerne,Lucerne,,2007-12-03,2011-12-04,"Emmen (LU),Altstätten (SG)",1952-03-08,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2709.jpg
Seiler Graf Priska,2.0,PSS,PSS,2,True,Priska,Seiler Graf,f,Zurich,ZH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zurich,Zurich,Stadträtin Kloten (Exekutive),2015-11-30,2019-12-01,"Kloten (ZH),Rafz (ZH)",1968-08-29,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3094.jpg
Semadeni Silva,1.0,PSS,PSS,2,False,Silva,Semadeni,f,Grisons,GR,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Bâle,Bâle-Ville,Gemeinderätin Chur: von 1994 bis 1996,2011-12-05,2015-11-29,Poschiavo (GR),1952-02-08,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2417.jpg
Semadeni Silva,2.0,PSS,PSS,2,True,Silva,Semadeni,f,Grisons,GR,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Bâle,Bâle-Ville,Gemeinderätin Chur: von 1994 bis 1996,2015-11-30,2019-12-01,Poschiavo (GR),1952-02-08,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2417.jpg
Siegenthaler Heinz,1.0,PBD,PBD,5,False,Heinz,Siegenthaler,m,Berne,BE,Conseil national,Groupe BD,BD,Parti bourgeois-démocratique suisse,,Bienne,Berne,Gemeinderat Rüti bei Büren: von Januar 1996 bis Dezember 2000; Legislative Kanton: von Juni 1998 bis Oktober 2014; Präsident der Finanzkommission des Kantons Bern: von 2007 bis 2011,2014-11-24,2015-11-29,Eggiwil (BE),1955-10-11,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3048.jpg
Siegenthaler Heinz,2.0,PBD,PBD,5,True,Heinz,Siegenthaler,m,Berne,BE,Conseil national,Groupe BD,BD,Parti bourgeois-démocratique suisse,,Bienne,Berne,Gemeinderat Rüti bei Büren: von Januar 1996 bis Dezember 2000; Legislative Kanton: von Juni 1998 bis Oktober 2014; Präsident der Finanzkommission des Kantons Bern: von 2007 bis 2011,2017-09-11,2019-12-01,Eggiwil (BE),1955-10-11,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3048.jpg
Simoneschi-Cortesi Chiara,0.0,PDC,PDC,4,False,Chiara,Simoneschi-Cortesi,f,Tessin,TI,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Zurich,Zurich,Legislativo comunale: dal 1984 al 1998 (presidente: 1996/1997); Legislativo cantonale (Gran Consiglio): da aprile 1987 a novembre 1999 (presidente: 1998/1999),2007-12-03,2011-12-04,Lugano (TI),1946-04-21,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2533.jpg
Sollberger Sandra,2.0,UDC,UDC,1,True,Sandra,Sollberger,f,Bâle-Campagne,BL,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Zofingen,Argovie,Exekutive Gemeinde Bubendorf: Gemeinderätin von Juli 2008 bis Juni 2016; Legislative Kanton Baselland: Landrätin von Juli 2011 bis November 2015,2015-11-30,2019-12-01,"Bubendorf (BL),Rothenburg (LU)",1973-10-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3095.jpg
Sommaruga Carlo,1.0,PSS,PSS,2,False,Carlo,Sommaruga,m,Genève,GE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zurich,Zurich,Législatif communal de Thônex: depuis juin 1991 jusqu'à janvier 2001; Législatif cantonal (Grand Conseil): depuis novembre 2001 jusqu'à novembre 2003,2011-12-05,2015-11-29,Lugano (TI),1959-07-08,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2632.jpg
Sommaruga Carlo,0.0,PSS,PSS,2,False,Carlo,Sommaruga,m,Genève,GE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zurich,Zurich,Législatif communal de Thônex: depuis juin 1991 jusqu'à janvier 2001; Législatif cantonal (Grand Conseil): depuis novembre 2001 jusqu'à novembre 2003,2007-12-03,2011-12-04,Lugano (TI),1959-07-08,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2632.jpg
Spuhler Peter,0.0,UDC,UDC,1,False,Peter,Spuhler,m,Thurgovie,TG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Sevilla,,,2007-12-03,2011-12-04,Zurich (ZH),1959-01-09,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2535.jpg
Spuhler Peter,1.0,UDC,UDC,1,False,Peter,Spuhler,m,Thurgovie,TG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Sevilla,,,2011-12-05,2012-12-31,Zurich (ZH),1959-01-09,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2535.jpg
Stahl Jürg,1.0,UDC,UDC,1,False,Jürg,Stahl,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Winterthur,Zurich,Legislative der Gemeinde (Grosser Gemeinderat) Winterthur: von Mai 1994 bis Mai 2001; Präsident Grosser Gemeinderat Winterthur: von Mai 2000 bis Mai 2001,2011-12-05,2015-11-29,"Fischingen (TG),Winterthur (ZH),Lindau (ZH)",1968-01-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2536.jpg
Stahl Jürg,2.0,UDC,UDC,1,False,Jürg,Stahl,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Winterthur,Zurich,Legislative der Gemeinde (Grosser Gemeinderat) Winterthur: von Mai 1994 bis Mai 2001; Präsident Grosser Gemeinderat Winterthur: von Mai 2000 bis Mai 2001,2015-11-30,2019-06-02,"Fischingen (TG),Winterthur (ZH),Lindau (ZH)",1968-01-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2536.jpg
Stahl Jürg,0.0,UDC,UDC,1,False,Jürg,Stahl,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Winterthur,Zurich,Legislative der Gemeinde (Grosser Gemeinderat) Winterthur: von Mai 1994 bis Mai 2001; Präsident Grosser Gemeinderat Winterthur: von Mai 2000 bis Mai 2001,2007-12-03,2011-12-04,"Fischingen (TG),Winterthur (ZH),Lindau (ZH)",1968-01-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2536.jpg
Stamm Luzi,0.0,UDC,UDC,1,False,Luzi,Stamm,m,Argovie,AG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Coire,Grisons,Legislative der Gemeinde (Einwohnerrat) Baden: von April 1986 bis Dezember 1988; Exekutive der Gemeinde (Stadtrat) Baden: von Januar 1989 bis Dezember 1992; Legislative des Kantons (Grossrat): von April 1989 bis März 1993,2007-12-03,2011-12-04,Schleitheim (SH),1952-09-09,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2323.jpg
Stamm Luzi,1.0,UDC,UDC,1,False,Luzi,Stamm,m,Argovie,AG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Coire,Grisons,Legislative der Gemeinde (Einwohnerrat) Baden: von April 1986 bis Dezember 1988; Exekutive der Gemeinde (Stadtrat) Baden: von Januar 1989 bis Dezember 1992; Legislative des Kantons (Grossrat): von April 1989 bis März 1993,2011-12-05,2015-11-29,Schleitheim (SH),1952-09-09,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2323.jpg
Stamm Luzi,2.0,UDC,UDC,1,True,Luzi,Stamm,m,Argovie,AG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Coire,Grisons,Legislative der Gemeinde (Einwohnerrat) Baden: von April 1986 bis Dezember 1988; Exekutive der Gemeinde (Stadtrat) Baden: von Januar 1989 bis Dezember 1992; Legislative des Kantons (Grossrat): von April 1989 bis März 1993,2015-11-30,2019-12-01,Schleitheim (SH),1952-09-09,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2323.jpg
Steiert Jean-François,0.0,PSS,PSS,2,False,Jean-François,Steiert,m,Fribourg,FR,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Berne,Berne,Legislative der Gemeinde: von April 1990 bis Januar 2002; Legislative des Kantons: von Januar 2002 bis Dezember 2007; Legislative der Agglomeration: von Januar 2002 bis Januar 2006,2007-12-03,2011-12-04,Rickenbach b. Wil (TG),1961-02-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2669.jpg
Steiert Jean-François,1.0,PSS,PSS,2,False,Jean-François,Steiert,m,Fribourg,FR,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Berne,Berne,Legislative der Gemeinde: von April 1990 bis Januar 2002; Legislative des Kantons: von Januar 2002 bis Dezember 2007; Legislative der Agglomeration: von Januar 2002 bis Januar 2006,2011-12-05,2015-11-29,Rickenbach b. Wil (TG),1961-02-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2669.jpg
Steiert Jean-François,2.0,PSS,PSS,2,False,Jean-François,Steiert,m,Fribourg,FR,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Berne,Berne,Legislative der Gemeinde: von April 1990 bis Januar 2002; Legislative des Kantons: von Januar 2002 bis Dezember 2007; Legislative der Agglomeration: von Januar 2002 bis Januar 2006,2015-11-30,2017-02-26,Rickenbach b. Wil (TG),1961-02-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2669.jpg
Steinemann Barbara,2.0,UDC,UDC,1,True,Barbara,Steinemann,f,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Dielsdorf,Zurich,,2015-11-30,2019-12-01,Rümlang (ZH),1976-06-18,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3096.jpg
Stöckli Hans,0.0,PSS,PSS,2,False,Hans,Stöckli,m,Berne,BE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,marié(e),Wattenwil,Berne,Legislative der Gemeinde: von August 1979 bis Dezember 1984; Exekutive der Gemeinde: von Januar 1985 bis Juni 1990 nebenamtlich und von Juli 1990 bis Dezember 2010 vollamtlich; Legislative des Kantons: von Mai 2002 bis September 2004,2007-12-03,2011-12-04,Wattenwil (BE),1952-04-12,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2647.jpg
Stolz Daniel,1.0,PLR,PLR,3,False,Daniel,Stolz,m,Bâle-Ville,BS,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Bâle,Bâle-Ville,Legislative Kanton Basel-Stadt: von Februar 2001 bis Januar 2014,2012-11-26,2015-11-29,Bâle (BS),1968-09-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3031.jpg
Streiff-Feller Marianne,1.0,PEV,PEV,8,False,Marianne,Streiff-Feller,f,Berne,BE,Conseil national,Groupe PDC-PEV,CE,Parti évangélique suisse,,Berne,Berne,Legislative der Gemeinde Köniz: von Juli 1991 bis Juni 1998; Exekutive der Gemeinde Köniz: von Januar 2004 bis Dezember 2009; Legislative des Kantons: von Juni 1998 bis Juni 2010,2011-12-05,2015-11-29,"Betschwanden (GL),Strättligen (BE)",1957-08-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2747.jpg
Streiff-Feller Marianne,2.0,PEV,PEV,8,True,Marianne,Streiff-Feller,f,Berne,BE,Conseil national,Groupe PDC,C,Parti évangélique suisse,,Berne,Berne,Legislative der Gemeinde Köniz: von Juli 1991 bis Juni 1998; Exekutive der Gemeinde Köniz: von Januar 2004 bis Dezember 2009; Legislative des Kantons: von Juni 1998 bis Juni 2010,2015-11-30,2019-12-01,"Betschwanden (GL),Strättligen (BE)",1957-08-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2747.jpg
Streiff-Feller Marianne,0.0,PEV,PEV,8,False,Marianne,Streiff-Feller,f,Berne,BE,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti évangélique suisse,,Berne,Berne,Legislative der Gemeinde Köniz: von Juli 1991 bis Juni 1998; Exekutive der Gemeinde Köniz: von Januar 2004 bis Dezember 2009; Legislative des Kantons: von Juni 1998 bis Juni 2010,2010-09-13,2011-12-04,"Betschwanden (GL),Strättligen (BE)",1957-08-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2747.jpg
Stump Doris,0.0,PSS,PSS,2,False,Doris,Stump,f,Argovie,AG,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zurich,Zurich,Legislative der Gemeinde: Juni 1987 bis Dezember 1989; Exekutive der Gemeinde: seit Januar 1990,2007-12-03,2011-12-04,Flawil (SG),1950-02-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2421.jpg
Teuscher Franziska,0.0,AVeS,other,0,False,Franziska,Teuscher,f,Berne,BE,Conseil national,Groupe des Verts,G,Alliance verte,,Berne,Berne,Legislative der Gemeinde (Stadträtin): von 1988 bis 1990; Legislative des Kantons (Grossrätin): von 1990 bis 1995; Exekutive der Gemeinde (Gemeinderätin): seit Januar 2013,2007-12-03,2011-12-04,"Berne (BE),Trub (BE),Erlenbach im Simmental (BE)",1958-03-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2422.jpg
Teuscher Franziska,1.0,PES,PES,6,False,Franziska,Teuscher,f,Berne,BE,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Berne,Berne,Legislative der Gemeinde (Stadträtin): von 1988 bis 1990; Legislative des Kantons (Grossrätin): von 1990 bis 1995; Exekutive der Gemeinde (Gemeinderätin): seit Januar 2013,2011-12-05,2013-03-03,"Berne (BE),Trub (BE),Erlenbach im Simmental (BE)",1958-03-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2422.jpg
Thanei Anita,0.0,PSS,PSS,2,False,Anita,Thanei,f,Zurich,ZH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zurich,Zurich,Legislative der Gemeinde Zürich: März 1990 bis November 1995,2007-12-03,2011-12-04,Zurich (ZH),1954-12-31,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2423.jpg
Theiler Georges,0.0,PLR,PLR,3,False,Georges,Theiler,m,Lucerne,LU,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Lucerne,Lucerne,Legislative des Kantons (Grossrat): von 1987 bis 1995,2007-12-03,2011-12-04,"Lucerne (LU),Hasle (LU)",1949-05-20,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2424.jpg
Thorens Goumaz Adèle,0.0,PES,PES,6,False,Adèle,Thorens Goumaz,f,Vaud,VD,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Soleure,Soleure,Conseillère communale à Lausanne: depuis 2002 jusqu'à 2007,2007-12-03,2011-12-04,"Ste-Croix (VD),Villarzel (VD)",1971-12-15,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2710.jpg
Thorens Goumaz Adèle,1.0,PES,PES,6,False,Adèle,Thorens Goumaz,f,Vaud,VD,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Soleure,Soleure,Conseillère communale à Lausanne: depuis 2002 jusqu'à 2007,2011-12-05,2015-11-29,"Ste-Croix (VD),Villarzel (VD)",1971-12-15,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2710.jpg
Thorens Goumaz Adèle,2.0,PES,PES,6,True,Adèle,Thorens Goumaz,f,Vaud,VD,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Soleure,Soleure,Conseillère communale à Lausanne: depuis 2002 jusqu'à 2007,2015-11-30,2019-12-01,"Ste-Croix (VD),Villarzel (VD)",1971-12-15,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2710.jpg
Töngi Michael,2.0,PES,PES,6,True,Michael,Töngi,m,Lucerne,LU,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Sursee,Lucerne,Einwohnerrat Kriens: 1990 bis 2001; Kantonsrat Luzern: 2007 bis 2018,2018-03-12,2019-12-01,"Kriens (LU),Engelberg (OW)",1967-03-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3122.jpg
Tornare Manuel,1.0,PSS,PSS,2,False,Manuel,Tornare,m,Genève,GE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Genève,Genève,Conseiller municipal de la ville de Genève: depuis 1979 jusqu'à 1999; Conseiller administratif et maire de la ville de Genève: depuis 1999 jusqu'à mai 2011; Grand Conseil: depuis novembre 2009 jusqu'à janvier 2012,2011-12-05,2015-11-29,Genève (GE),1951-04-20,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3007.jpg
Tornare Manuel,2.0,PSS,PSS,2,True,Manuel,Tornare,m,Genève,GE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Genève,Genève,Conseiller municipal de la ville de Genève: depuis 1979 jusqu'à 1999; Conseiller administratif et maire de la ville de Genève: depuis 1999 jusqu'à mai 2011; Grand Conseil: depuis novembre 2009 jusqu'à janvier 2012,2015-11-30,2019-12-01,Genève (GE),1951-04-20,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3007.jpg
Trede Aline,1.0,PES,PES,6,False,Aline,Trede,f,Berne,BE,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Berne,Berne,Legislative der Stadt Bern: von Januar 2009 bis Dezember 2012,2013-03-04,2015-11-29,"Bâle (BS),Lucerne (LU)",1983-08-26,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3032.jpg
Trede Aline,2.0,PES,PES,6,True,Aline,Trede,f,Berne,BE,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Berne,Berne,Legislative der Stadt Bern: von Januar 2009 bis Dezember 2012,2018-05-29,2019-12-01,"Bâle (BS),Lucerne (LU)",1983-08-26,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3032.jpg
Triponez Pierre,0.0,PLR,PLR,3,False,Pierre,Triponez,m,Berne,BE,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Lucerne,Lucerne,,2007-12-03,2011-12-04,"Le Noirmont (JU),Emmen (LU)",1943-08-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2538.jpg
Tschäppät Alexander,1.0,PSS,PSS,2,False,Alexander,Tschäppät,m,Berne,BE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Berne,Berne,Legislative Gemeinde (Stadtrat) Bern: von 1980 bis 1991; Legislative des Bundes (Nationalrat): von 1991 bis 2003; Exekutive (Gemeinderat) Stadt Bern: seit Januar 2001 und Stadtpräsident seit 2005,2011-12-05,2015-11-29,Bözingen bei Biel (BE),1952-04-16,2018-05-04,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2328.jpg
Tschäppät Alexander,2.0,PSS,PSS,2,False,Alexander,Tschäppät,m,Berne,BE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Berne,Berne,Legislative Gemeinde (Stadtrat) Bern: von 1980 bis 1991; Legislative des Bundes (Nationalrat): von 1991 bis 2003; Exekutive (Gemeinderat) Stadt Bern: seit Januar 2001 und Stadtpräsident seit 2005,2015-11-30,2018-05-04,Bözingen bei Biel (BE),1952-04-16,2018-05-04,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2328.jpg
Tschümperlin Andy,0.0,PSS,PSS,2,False,Andy,Tschümperlin,m,Schwyz,SZ,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zoug,Zoug,Legislative des Kantons (Kantonsrat): von Juni 1996 bis April 2007,2007-12-03,2011-12-04,"Tablat (SG),Schwyz (SZ)",1962-03-11,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2665.jpg
Tschümperlin Andy,1.0,PSS,PSS,2,False,Andy,Tschümperlin,m,Schwyz,SZ,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Zoug,Zoug,Legislative des Kantons (Kantonsrat): von Juni 1996 bis April 2007,2011-12-05,2015-11-29,"Tablat (SG),Schwyz (SZ)",1962-03-11,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2665.jpg
Tuena Mauro,2.0,UDC,UDC,1,True,Mauro,Tuena,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Zurich,Zurich,Legislative der Stadt Zürich (Gemeinderat): von April 1998 bis November 2015; Legislative des Kantons Zürich (Kantonsrat): von April 2015 bis November 2015,2015-11-30,2019-12-01,"Poschiavo (GR),Zurich (ZH)",1972-01-25,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3097.jpg
van Singer Christian,0.0,PES,PES,6,False,Christian,van Singer,m,Vaud,VD,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Triest,,Législatif communal: depuis 1988 jusqu'à novembre 2007; Exécutif communal: depuis 1979 jusqu'à 1983; Législatif cantonal: depuis 2000 jusqu'à novembre 2007,2007-12-03,2011-12-04,Lausanne (VD),1950-01-20,,
